PROBEID	SYMBOL	ENSEMBL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B	IPF.1	IPF.2	IPF.3	IPF.4	IPF.5	IPF.6	IPF.7	IPF.8	IPF.9	IPF.10	IPF.11	IPF.12	IPF.13	IPF.14	IPF.15	IPF.16	IPF.17	IPF.18	IPF.19	Control.1	Control.2	Control.3	Control.4	Control.5	Control.6	Control.7	Control.8	Control.9	Control.10	Control.11
7896746	MTND1P23	ENSG00000225972	MT-ND1 pseudogene 23	-1.97823878688663	9.4081026241808	-18.800170275576	8.25328054429797e-19	4.24483649890946e-17	32.8930512706834	8.58736943527308	8.94370930066479	8.98690754700539	8.90821296106528	8.77178020137005	9.17863248158773	8.12418334154284	8.73332653004396	8.91970021366597	8.84165887001182	8.79104570623258	8.87980820517623	8.31758162024387	8.401856508099	8.59248194005457	8.6152564211938	8.44840530064813	8.38097015960333	8.54933290064258	10.3669464417576	10.558273441751	10.4093496121569	10.6993893518261	10.5118300537198	10.8382659258033	11.056111944981	10.2055905037296	11.1136640228183	10.4692998410001	11.0421379417554
7897801	RNU5E-1	ENSG00000199347	RNA, U5E small nuclear 1	-1.70683480611404	9.35197054914587	-5.52560347696027	4.36015622922205e-06	1.14715780091803e-05	3.29410207418723	9.71566901065454	10.2580920499539	9.36441483036778	9.86881093235339	9.00596175635192	10.2052834759615	7.91886997252406	8.18916557522101	8.02119977009555	9.25310208311047	9.70255053029798	8.34530299662588	7.17814911061833	8.03661212892557	8.39017755896566	7.49194281731985	7.86410382423372	9.41861805590817	7.56846480502101	10.3162939685222	10.7488444689737	9.48497193303737	10.3619324501607	10.3844336341057	10.2358427393231	11.1660249384772	9.82333991802721	11.5370574377135	9.79858128858845	10.9053024129366
7898375	RNVU1-18	ENSG00000206737	RNA, variant U1 small nuclear 18	-3.00067145236003	11.3457324604549	-19.4910157687	2.85737020949432e-19	1.68577778404146e-17	33.9584126843667	10.2587419016035	10.8683996624055	10.8733241686248	10.5314048060168	10.7993982957639	11.0174661139255	9.8627694825723	10.0310605367432	9.99066994084689	10.9273542664578	10.7497415216459	10.4786463948033	9.90680441786563	9.50673271527229	10.189096518681	9.69118466314076	9.50033723875893	9.65762984540879	9.82347647333147	13.2602153765688	13.2232819571073	13.1171434430079	13.2630582974826	12.9368487316852	13.3413120186427	13.2323215983528	13.1674647732207	13.5473133315426	13.3551458052558	13.2636295169124
7898375	RNU1-3	ENSG00000207513	RNA, U1 small nuclear 3	-3.00067145236003	11.3457324604549	-19.4910157687	2.85737020949432e-19	1.68577778404146e-17	33.9584126843667	10.2587419016035	10.8683996624055	10.8733241686248	10.5314048060168	10.7993982957639	11.0174661139255	9.8627694825723	10.0310605367432	9.99066994084689	10.9273542664578	10.7497415216459	10.4786463948033	9.90680441786563	9.50673271527229	10.189096518681	9.69118466314076	9.50033723875893	9.65762984540879	9.82347647333147	13.2602153765688	13.2232819571073	13.1171434430079	13.2630582974826	12.9368487316852	13.3413120186427	13.2323215983528	13.1674647732207	13.5473133315426	13.3551458052558	13.2636295169124
7898375	RNU1-4	ENSG00000207389	RNA, U1 small nuclear 4	-3.00067145236003	11.3457324604549	-19.4910157687	2.85737020949432e-19	1.68577778404146e-17	33.9584126843667	10.2587419016035	10.8683996624055	10.8733241686248	10.5314048060168	10.7993982957639	11.0174661139255	9.8627694825723	10.0310605367432	9.99066994084689	10.9273542664578	10.7497415216459	10.4786463948033	9.90680441786563	9.50673271527229	10.189096518681	9.69118466314076	9.50033723875893	9.65762984540879	9.82347647333147	13.2602153765688	13.2232819571073	13.1171434430079	13.2630582974826	12.9368487316852	13.3413120186427	13.2323215983528	13.1674647732207	13.5473133315426	13.3551458052558	13.2636295169124
7898375	RNU1-2	ENSG00000207005	RNA, U1 small nuclear 2	-3.00067145236003	11.3457324604549	-19.4910157687	2.85737020949432e-19	1.68577778404146e-17	33.9584126843667	10.2587419016035	10.8683996624055	10.8733241686248	10.5314048060168	10.7993982957639	11.0174661139255	9.8627694825723	10.0310605367432	9.99066994084689	10.9273542664578	10.7497415216459	10.4786463948033	9.90680441786563	9.50673271527229	10.189096518681	9.69118466314076	9.50033723875893	9.65762984540879	9.82347647333147	13.2602153765688	13.2232819571073	13.1171434430079	13.2630582974826	12.9368487316852	13.3413120186427	13.2323215983528	13.1674647732207	13.5473133315426	13.3551458052558	13.2636295169124
7898375	RNU1-1	ENSG00000206652	RNA, U1 small nuclear 1	-3.00067145236003	11.3457324604549	-19.4910157687	2.85737020949432e-19	1.68577778404146e-17	33.9584126843667	10.2587419016035	10.8683996624055	10.8733241686248	10.5314048060168	10.7993982957639	11.0174661139255	9.8627694825723	10.0310605367432	9.99066994084689	10.9273542664578	10.7497415216459	10.4786463948033	9.90680441786563	9.50673271527229	10.189096518681	9.69118466314076	9.50033723875893	9.65762984540879	9.82347647333147	13.2602153765688	13.2232819571073	13.1171434430079	13.2630582974826	12.9368487316852	13.3413120186427	13.2323215983528	13.1674647732207	13.5473133315426	13.3551458052558	13.2636295169124
7898375	GSTM2	ENSG00000213366	glutathione S-transferase mu 2	-3.00067145236003	11.3457324604549	-19.4910157687	2.85737020949432e-19	1.68577778404146e-17	33.9584126843667	10.2587419016035	10.8683996624055	10.8733241686248	10.5314048060168	10.7993982957639	11.0174661139255	9.8627694825723	10.0310605367432	9.99066994084689	10.9273542664578	10.7497415216459	10.4786463948033	9.90680441786563	9.50673271527229	10.189096518681	9.69118466314076	9.50033723875893	9.65762984540879	9.82347647333147	13.2602153765688	13.2232819571073	13.1171434430079	13.2630582974826	12.9368487316852	13.3413120186427	13.2323215983528	13.1674647732207	13.5473133315426	13.3551458052558	13.2636295169124
7898411	RNVU1-18	ENSG00000206737	RNA, variant U1 small nuclear 18	-3.00067145236003	11.3457324604549	-19.4910157687	2.85737020949432e-19	1.68577778404146e-17	33.9584126843667	10.2587419016035	10.8683996624055	10.8733241686248	10.5314048060168	10.7993982957639	11.0174661139255	9.8627694825723	10.0310605367432	9.99066994084689	10.9273542664578	10.7497415216459	10.4786463948033	9.90680441786563	9.50673271527229	10.189096518681	9.69118466314076	9.50033723875893	9.65762984540879	9.82347647333147	13.2602153765688	13.2232819571073	13.1171434430079	13.2630582974826	12.9368487316852	13.3413120186427	13.2323215983528	13.1674647732207	13.5473133315426	13.3551458052558	13.2636295169124
7898411	RNU1-3	ENSG00000207513	RNA, U1 small nuclear 3	-3.00067145236003	11.3457324604549	-19.4910157687	2.85737020949432e-19	1.68577778404146e-17	33.9584126843667	10.2587419016035	10.8683996624055	10.8733241686248	10.5314048060168	10.7993982957639	11.0174661139255	9.8627694825723	10.0310605367432	9.99066994084689	10.9273542664578	10.7497415216459	10.4786463948033	9.90680441786563	9.50673271527229	10.189096518681	9.69118466314076	9.50033723875893	9.65762984540879	9.82347647333147	13.2602153765688	13.2232819571073	13.1171434430079	13.2630582974826	12.9368487316852	13.3413120186427	13.2323215983528	13.1674647732207	13.5473133315426	13.3551458052558	13.2636295169124
