ID	miRNA_ID_LIST	Species.Scientific.Name	Sequence.Type	logFC	AveExpr	t	P.Value	adj.P.Val	B	IPF.1	IPF.2	IPF.3	IPF.4	IPF.5	IPF.6	IPF.7	IPF.8	IPF.9	IPF.10	IPF.11	IPF.12	IPF.13	IPF.14	IPF.15	IPF.16	IPF.17	IPF.18	IPF.19	IPF.20	IPF.21	IPF.22	IPF.23	IPF.24	IPF.25	IPF.26	IPF.27	IPF.28	IPF.29	IPF.30	IPF.31	IPF.32	IPF.33	IPF.34	IPF.35	IPF.36	IPF.37	IPF.38	IPF.39	IPF.40	IPF.41	IPF.42	IPF.43	IPF.44	IPF.45	IPF.46	IPF.47	IPF.48	IPF.49	IPF.50	IPF.51	IPF.52	IPF.53	IPF.54	IPF.55	IPF.56	IPF.57	IPF.58	IPF.59	IPF.60	IPF.61	IPF.62	IPF.63	IPF.64	IPF.65	IPF.66	IPF.67	IPF.68	IPF.69	IPF.70	IPF.71	IPF.72	IPF.73	IPF.74	IPF.75	IPF.76	IPF.77	IPF.78	IPF.79	IPF.80	IPF.81	IPF.82	IPF.83	IPF.84	IPF.85	IPF.86	IPF.87	IPF.88	IPF.89	IPF.90	IPF.91	IPF.92	IPF.93	IPF.94	IPF.95	Control.1	Control.2	Control.3	Control.4	Control.5	Control.6	Control.7	Control.8	Control.9	Control.10	Control.11	Control.12	Control.13	Control.14	Control.15	Control.16	Control.17	Control.18	Control.19	Control.20	Control.21	Control.22	Control.23	Control.24	Control.25	Control.26	Control.27	Control.28	Control.29	Control.30	Control.31	Control.32	Control.33	Control.34	Control.35	Control.36	Control.37	Control.38	Control.39	Control.40	Control.41	Control.42	Control.43	Control.44	Control.45
hsa-let-7b_st	hsa-let-7b	Homo sapiens	miRNA	-0.977528808091142	10.8105434613527	-9.30431122097397	2.38376228330685e-16	3.9297922053782e-14	26.6463016422153	11.0586641646738	10.2107433676271	11.1369957201348	10.6607705283394	9.73054310138946	10.3908240774726	10.0509650841629	10.8068576330861	10.5593446466388	11.8116769773209	10.1751563381214	9.74157028111606	10.0182853626424	10.1567132476013	10.5823173899479	10.1837175793356	11.2196166812293	9.94078747216079	10.6220118643998	10.9794978769812	10.4710637165857	10.1425522044856	11.1467083462503	11.2667414439991	9.81823177452038	9.78587209458956	10.3291569213389	11.6088461859824	9.60510129245336	11.1103851676073	10.8751958487019	10.0012685772856	10.0570448167954	10.2004677592128	11.0350155193596	11.0920445450561	10.9330361877635	11.4553033913538	9.66036627942874	10.1250773448814	9.73247774982127	10.2555560047148	10.2250222032987	11.2720419182911	10.4778454771959	9.68425373391728	10.6966433213343	10.1889586637037	11.1363767188969	11.5069672025257	10.4270054151458	9.91549644043187	10.0569834125691	10.7389804049687	9.54269762399518	9.80960928321107	11.2358042156957	11.2092493290679	10.2821887110511	10.0599377463416	10.1525106496661	11.4110431166629	10.3762836990292	9.66280641101923	10.2843845170505	10.2031945114457	9.87894930076813	11.8134616596999	10.0626039015343	11.2606205311258	10.3010447780418	9.49301826484816	11.014408130712	10.2113315999544	10.492015774819	11.5791495981115	10.7667157042416	9.85342817830431	10.4370765758456	10.5835848568207	10.8123378110562	10.5936975699741	10.0367564169565	9.97148656987893	10.9557914650819	10.8001448031385	9.68401775556916	10.3903750664595	10.3493097605328	11.0323906152602	10.5359365323678	10.0732940337496	12.0906451458297	11.0981512682618	9.67948747655178	11.2399064714819	11.4593110002251	10.1835669069662	11.6630969909628	10.8034893735485	10.9494407851008	11.1791688228106	11.1526309901033	11.9074787262411	11.2515290897361	10.7842823198606	11.3380367883833	11.3407504219179	11.0619575455973	11.3827789583444	12.1859868277954	11.6124956607465	11.2028515640187	11.2387683700045	11.1382858295917	11.3122813810505	12.0839201241065	12.1374686187472	10.7186573973845	12.7310722668587	11.7400426728711	12.1729498128465	12.6239660046588	11.1996701789758	10.4198665406746	11.3789228706021	11.1414446636145	11.5829710065729	11.5595149034937	11.9478168858467	11.8040141634702	11.8768068357663	11.5090226190993	11.2857267216123	10.7037381697544	12.7150503750307	11.7572026647626	11.8987220136733	11.3330768195941	11.6142569962923
hsa-let-7d_st	hsa-let-7d	Homo sapiens	miRNA	-0.546578141049675	8.19609556974506	-7.56076938332286	4.6780825430068e-12	1.98116795696338e-10	16.9653955623302	8.2745983182888	8.41698044659514	7.91235439148216	8.28648067687888	8.39904259181866	8.20157093969844	7.42802879792081	7.92924959708059	8.50863840992338	8.20237813856973	7.8825751479096	7.56985581490409	7.79355758828901	8.37113397247876	7.72344270603341	8.38594350941497	7.71980268725172	7.54902669428032	7.83682702520051	7.76565339952403	8.25596884484876	7.85937491636993	8.24255107949277	7.98432134296539	7.94379915902557	7.69660372496806	8.33372502852502	8.4451327005914	7.04188390290868	8.31825873609024	8.3629639930153	8.09249840977048	8.3958355590901	7.8769989767247	7.92219091184286	8.59358615742378	7.95438809002676	8.21428726442112	8.13083808802637	7.69316112917527	6.81675978611948	7.78303329308629	8.12926462451962	8.44383570654955	8.28736375372804	7.86529112165738	8.70585083845607	8.33063228672728	8.13814763549807	8.13429748144462	8.23939217229249	7.53614931895892	8.41357856467392	8.37767064336412	7.94005420380716	8.05091485224093	8.17336189366318	8.21143039791371	8.19516234003318	8.50077629685502	8.2068598404776	8.05425145215773	7.79802465419839	6.60142124271375	8.01376998278585	7.86268172651237	7.77204455060613	8.2343838643672	7.82842897612853	7.32264157002397	8.38359406960652	7.27288211230198	8.60158140321376	8.0866768221881	7.83325376896295	8.16723833366511	8.79460974787866	7.69100580391174	8.35064086687357	8.41913934536148	6.99104213642743	8.38738030791859	8.42375307344232	7.32213826890047	8.23937315731494	8.08051181144629	8.16857450535214	7.74315415093569	7.43249590765253	7.77196996511535	8.25104587411633	8.18645870978207	8.38725322513691	8.22686227116665	7.24330559679379	8.47911713211748	8.59271926116068	8.7633012605614	8.87873678295379	8.08887130045606	8.31395137447215	8.62049546742964	8.80780357360529	8.25654235327775	7.85105368827123	8.65130024390891	8.63395998951407	8.81614782486624	8.74921283741926	8.79474972347642	8.45415803158668	8.85194270994088	8.7614556131811	8.60684538987416	8.36537925488253	8.35653167472282	8.79076681833814	8.88732477487699	8.58770034020041	8.56176331597566	8.84674255845489	8.61633652370222	9.40688709920474	8.61884892097514	8.37329550724881	8.30884289042112	7.62114566328829	8.77918621073078	8.75224358193075	9.0224277540783	8.54698709296673	9.28524980685837	8.08039078714426	8.60556549702865	7.29858024849441	8.67861132969012	8.26887403805235	8.93166060651387	8.45249333304947	8.49825440153414
hsa-let-7g_st	hsa-let-7g	Homo sapiens	miRNA	-0.867063235413214	3.39503482040791	-3.66095832806003	0.000354511568234285	0.00248158097764	-0.540360675149679	3.77851619397833	4.54850239068699	3.93898774277953	2.32721365596016	4.99330840703493	2.29685394110619	0.746100754304122	3.01450054405702	4.68484822400238	3.78882572415697	0.612077688428139	0.56334451104127	4.28075929839499	4.14204378618905	0.579504921414865	3.09896264381986	4.41280653074351	0.623043427610666	3.77050796848338	3.72689535188944	4.54014183601674	2.55266811374727	0.814781678810033	2.61152867348803	0.6131367913404	3.81336198922628	4.11609284547217	5.06612731418279	0.506714625797172	3.38164608879345	3.94431230772371	3.76673786623926	2.92222442595107	1.66126102704752	2.1357467399571	4.53892567335583	3.25060888171331	4.07969710158582	3.38912558536567	0.0932532908021688	0.88009900518978	0.70121834657989	2.37615355514666	3.01518669407374	4.11575079310503	4.23937265692912	5.05210959504819	3.92073550953847	3.34185546666818	2.90006488424914	1.34303317266022	0.814851125840976	4.06085595978098	4.56347269527671	3.99052658946088	2.11891751641002	4.1923972216944	4.06525029177555	3.00585676136103	4.67184227104127	2.32902397696099	3.32308536380106	4.72877234759317	0.0345414728951563	5.31468016293568	3.19381670897161	1.48111365624554	4.14128368551211	3.30490320378486	2.19959016317835	4.53137336687636	0.48964667504931	4.44669168676878	4.18067755943691	2.12539317603728	3.22251994116237	5.08607338954914	4.39202819384264	4.98688285243079	4.24309709810508	1.59167512289705	4.11985527591161	5.22075695524643	1.05031869223719	3.83027727617754	2.38771437955918	5.12617577509133	2.33571596487541	2.71094002107205	3.27971473514695	4.13307686605651	0.597096633850577	4.69832645940307	4.34174685982035	1.7780803415161	4.63283864525407	4.35204999628813	3.48064152848559	4.63096832015778	1.99868816807319	1.35353883580619	4.5474726251621	4.9364607946935	3.39804845490931	2.09399426933247	3.02130231138976	5.08516448677689	5.00170857957813	4.77856425963024	4.31205653625212	4.53454177114403	3.68316942394534	4.82247843286297	4.87433519439839	3.51955352401213	3.51392972216417	3.73198909694253	4.48990073317448	4.93346114280193	4.01315901175958	3.61501826324075	4.18669620940093	5.23136450604135	4.58144402847033	3.71279096814375	3.94228067310488	2.67354603686339	4.40191310622193	4.41580995836763	4.05897586372915	3.88819765761536	5.62879770202266	3.1906130800956	4.07918246528882	2.00153609983945	4.62812312673644	2.89455844792389	4.9086905931502	4.21192759630642	3.26147989502264
hsa-miR-100_st	hsa-mir-100	Homo sapiens	miRNA	0.545523771656438	6.26289263041948	4.06940505670929	7.81710985394602e-05	0.000630580194884979	0.881708841477481	5.62213850954846	6.90858401854697	6.82078872528897	6.94969284041954	7.17677632447527	6.89289479419849	6.30726160446045	5.93022369944513	6.44962790402623	5.55739889101953	6.28921225349172	6.86846847167659	6.32956281722725	7.30405603276608	5.79067805782136	6.75465946928244	6.28665850176833	6.51081980679197	6.99228125004779	6.94578562598552	6.38549689172224	6.87299049002452	4.27509174190591	6.47178180246237	6.65574606849822	6.73848885149747	6.90367761528615	4.38230429912851	2.35011049276195	6.79130820519494	6.94049578963353	6.61829335895921	6.77301844064945	6.89067007263559	6.19148853990472	6.7819136514511	6.48433050715949	6.48650860326112	7.16493630553187	6.11479302802567	5.08165835515186	6.84407672689291	6.35121246299403	5.45981094111758	7.11105264687036	5.59446203318833	6.86936748822493	7.12725234671766	6.83094616527502	6.60731296262048	5.18739508679738	6.10498560835339	7.30480067517065	6.05003311089912	7.13986252107915	4.12402710920938	6.65251647278451	7.06018356267629	6.91409013638834	7.20732536361987	6.93052362605178	6.41476614455056	7.40660718498282	5.31209325386836	6.89416655897238	6.62469109373885	6.7913264162446	6.4954733996746	7.04977497532081	5.75894095066107	6.62859193810351	5.89520121391821	6.27557633029894	7.1652602063921	7.0691355195348	6.04587155878935	6.88205987894401	5.50785335081036	7.63315667558989	7.20010638851732	6.11938370689919	6.75420464970795	7.55567851099815	5.6906375398668	6.93933731693096	6.77252574751687	7.41051305450028	5.51493192837281	6.7397632802567	5.89997182674638	6.50229315148918	6.7352073840377	5.50316468397859	6.62812425749348	6.30245808344441	6.35117340113446	6.52679206559557	6.55976616959199	5.89748002995688	6.43015144305274	4.59390073374415	5.98092852770466	6.78001379980434	5.8662300595726	6.09151911229162	5.88921353674113	6.496154404906	6.49836109708736	6.76997895116425	5.89904927635086	5.70237664468702	6.37358754206481	5.96327109668526	6.23741226027721	5.54928213088869	6.43336130105661	5.2383298496781	5.77983429426491	6.57228235982597	4.96196480635827	5.77854808149353	5.59578968972559	5.55168714761077	6.10527193301034	6.5485273698396	5.90696676684779	6.1811829428265	5.93874121963606	5.97496910700054	5.51961869808305	5.42891285089602	5.95123152800714	3.76250774265132	6.08259589526663	4.72111881796524	5.39736848906549	5.48056299365824	5.63906594520905	6.36063218665292	5.80449604157869
hsa-miR-106b-star_st	hsa-mir-106b	Homo sapiens	miRNA	-0.683489798248806	0.923151039213931	-5.39858536659625	2.77787126617579e-07	3.40993762674042e-06	6.27686243251166	1.60421848382083	0.00729466144904045	0.507193361847604	0.481158853431872	-0.027671105843084	0.113756056324763	-0.0908824931162181	1.48040905864075	1.00578301353076	2.09245771318757	0.0932568958737208	-0.259802765625979	-0.196944268803387	1.00637729187893	0.689909432922131	0.12501434437449	0.0750380091893175	0.0454298757740252	0.754988077561537	0.0213275973569791	0.709989561240271	0.476356291791663	1.88019590339733	1.45415367601368	0.986317731743448	1.95319618532908	0.637629674470972	0.819621951576126	0.216059117174681	0.576652424040445	0.447951774293742	0.367018508706594	-0.244481897947302	0.675025460397507	1.33618444277498	1.64668626919885	0.88797243141846	1.03291067482392	0.337347727758979	0.157622268789637	0.365840231696625	0.250832878900105	0.111095247065315	0.488977405303055	1.11623113027841	0.331243132460995	0.632786690909816	-0.122939571413979	0.372453997363762	1.77976965145417	0.738426419916682	0.765391450154659	1.76956910805121	1.13704773303635	0.450279984123956	0.327500576737268	1.08062160797913	0.0896088758429135	0.893931832789592	-0.0515265162032682	0.331365126616419	1.96910473838691	1.25016143975409	0.357023616568949	0.31855848180557	0.0404139857280302	0.136482578752395	1.7826844304824	0.568461313237133	0.613064466140992	0.6345058285741	0.323374037876083	1.93867567942812	0.794154799598427	0.869457478615321	1.97747802720005	1.91645825114508	0.498761358196062	0.801838640695044	-0.106408516049287	1.25157142383157	0.736500594586614	0.993630552810392	0.304589690514951	1.52077812397829	0.28925218310269	-0.0692635449483321	0.352232141287766	1.59996575620765	0.0916169342468914	0.0205443410028222	0.196165989176598	2.73598165363065	1.48365565639852	-0.104201866997032	0.956111066935324	1.34329374072707	0.321985955582908	1.97076151135653	0.271050411332524	0.0305725523619459	0.981785725151773	0.405485102348482	2.8722172759624	0.901211818187912	1.37893584169372	0.420989581490616	1.27092402957604	0.835199509016744	1.76975543790578	2.50809191730571	0.97274697479125	0.950112494498887	1.60482270368089	1.86132875867928	1.43426018279612	2.8396729364223	2.24638225308551	1.18778004324239	2.4950976069226	1.66993410881161	0.797170060994293	2.76945909110372	1.3464195635536	0.739473995507442	0.992253309059708	0.358560400145318	1.56125451777298	2.04500065834858	2.06779082129225	1.21821245740226	1.76569400194191	2.97921730980483	1.70339846629942	1.10779656848161	2.32023096270038	0.275036542438243	1.92799317793379	0.604713067394821	0.332461449111422
hsa-miR-106b_st	hsa-mir-106b	Homo sapiens	miRNA	-0.623123017497737	4.5814861099845	-3.46593845374611	0.00070068524439057	0.00456523386152933	-1.17569284150429	4.9351550015432	5.38838506377067	4.80669093950263	5.14353035748463	5.54014501156709	5.46017572216565	3.58654092698887	3.73854756986196	5.1304166702587	4.2441414088137	4.94089948190062	4.38750214717515	3.56684928391306	3.17511538277263	2.70361401649141	5.26263652169455	4.55737595703009	4.32765794511993	4.04179237687853	4.68351993663509	4.36161272170843	3.63449183291117	3.21011040297011	3.92105638114828	4.15495214442241	4.47398388541698	4.58281840775529	5.00076336753106	3.13723882366409	4.3584216556648	5.01767987500091	5.46655932219414	6.15305113947483	4.325626461942	4.14707937224941	4.478985749541	2.34906169074295	4.44674968902532	5.67470936383409	4.56605720029706	1.11391364811556	2.3188136545121	5.34562027965547	3.93165720211685	4.74909709704891	5.47373896981722	4.85399516151337	5.31487572432907	4.72483877933391	4.68817980500547	4.30090588146751	2.09975601753317	6.16250806243538	5.19427732763904	4.44696464790519	4.82997071600774	4.47667250697145	5.1260132017968	4.98072344765796	5.16023734467632	5.42159809785595	4.68692626963497	4.84379637757733	0.751967331468389	5.23472292638097	1.76844104269883	1.80702238154082	4.6580859688282	5.42027445876333	3.71949319437156	5.40393397787071	4.15579765971976	4.87677758274211	5.05279725987398	4.3148934406045	4.36114232481345	5.42890923411163	2.47631374015291	5.45252033322997	5.53289594531275	2.04840001695764	5.58785221401946	5.50115969749355	2.3631902448795	4.7109808657343	4.96616798237332	6.07704149526688	5.00733384579183	2.60198574899955	4.86555367175039	3.32583739810432	5.20268025120906	5.69514161006591	5.1284991807778	1.38907956578772	5.23547661839379	4.63978337407346	5.41839949849933	5.0788950786432	3.45413335367773	4.88500386334294	5.06004621396305	4.91014487470612	4.8929529899922	4.85620832174897	4.99825899098328	5.47831519295874	5.31149858735562	5.05650256709129	5.36607898774614	5.4820401580765	4.89578054490143	5.01256860161321	5.09627177502521	5.53087812006149	4.37835626419131	5.22653862718063	4.98578266507555	5.25144468125931	5.39331110097436	4.8887419289977	5.08240731956897	5.35453962947545	4.7500627642141	5.48560475809787	4.06041790890655	5.40252580478078	4.87877173117848	5.21089373686667	5.08606399600064	4.1394985932998	4.56529974199956	6.52919996513141	4.3395636029107	4.32899442406067	5.23895791797457	5.11924653229302	5.10079001026045	4.86590914330168	4.87222081561132
hsa-miR-10a_st	hsa-mir-10a	Homo sapiens	miRNA	-0.502925904479537	1.76984653190541	-2.86743301923515	0.00477424448108935	0.0235103783458296	-2.93850693394858	1.74640663751215	3.91655902322465	1.94077968513972	1.30291909295622	3.05211955424078	1.85389019309504	0.87905813713931	0.899040211846112	2.83029937597695	1.50857333837791	0.612604467531172	0.887413007998727	1.05038377602069	1.2764105442908	0.543243491375067	2.91433922444931	1.70647957333516	0.878425899442477	2.05483607653177	1.3407628963487	0.979388618812005	1.51800191076036	0.443588477791282	1.68481196361589	1.46628309044023	2.72561231890695	0.836157581031358	1.15162634495485	0.025457750726344	1.62370048291442	2.25110131783888	1.94656963426945	1.86127628317874	1.51798081427093	0.579022602531174	2.95653549672186	0.998760464524815	1.83445092131788	0.976276615580926	-0.0575430378264099	0.0537310575223486	1.13987752338677	0.546651894844727	2.08622340549678	3.18273653858961	0.42304888283673	3.37691377910913	0.344908184894078	1.2814283081734	1.33009282557737	0.28451380569401	0.109437086416474	4.15156416797751	1.51776914522933	1.49256581271625	1.00340489883266	1.92138657312499	1.32619772812791	2.49019143325546	2.14506496892997	1.4414001187059	1.81097137314443	1.9658456931022	0.162092850500743	2.64752512943666	1.5693848698301	0.787389833117207	2.1649897562591	1.84540536190984	1.29344482899601	2.61066254880249	0.409140994657348	2.57935605944836	2.9547077547588	1.14174631140173	1.82360981340939	3.76432526543666	0.756952607312358	4.14741358940396	0.557673970274813	1.12482925933251	2.91319851356602	4.6778898415836	0.218009881402464	2.43223426275915	0.283866827659487	3.68391661436631	0.230114192348956	0.791761023338175	1.8771293059617	0.490442582522173	0.908940373958469	2.55279210131838	2.42366442754333	1.0140789874431	1.51942196951805	2.84772353999228	1.29734405326974	3.32860623411651	0.907996157814409	0.0747632564982394	2.38293522206062	3.08063076427843	1.88405924585894	0.976653471964516	1.98065460439399	2.27706020894226	3.42683540704494	2.38127495424673	2.35190090492889	2.30698708316744	2.61155844437435	2.96326879416923	2.50826024342499	1.27872238575857	2.82345292533	1.90626627771269	2.7865884232687	3.22255743149816	1.92070630606482	1.62775858446376	2.17539105114448	2.7697230357325	2.70552091728044	2.38779565879454	2.2539832582491	2.13866930592715	2.42267941149841	2.30226239027278	2.30709018203104	0.740781609394579	3.20012103814222	0.994959010182771	2.82792034120128	0.764665884764214	1.28779604977453	1.81170609997311	2.71154376536164	2.02823309423664	0.49546666369213
hsa-miR-1207-5p_st	hsa-mir-1207	Homo sapiens	miRNA	-0.758625194343622	2.40835334500541	-4.00384605925731	0.000100395012200572	0.000794715657326023	0.645352480848808	2.25215778055948	3.21188229940652	3.22779917847513	0.737221139324042	2.44441075501432	1.17054524364755	1.51652019013522	3.58913804454025	2.17445534489574	3.14474107232327	1.2964894339598	0.537447110550882	4.45138997387663	1.54319619472584	1.61844328092714	1.32810799415939	3.27355878297038	3.27572339365763	2.57871643158239	1.11999766537018	1.68206884665862	2.8403836441471	1.00332375389731	2.65680928960549	2.21346440558725	3.18729475595003	2.03460255698555	3.21275484675626	2.43887528697991	3.0857296564746	1.36020781961079	0.94597807589205	3.42814534762746	1.36963014547253	4.39583430788481	2.00266888617557	4.48167562763017	3.66002572948613	0.884997945141893	0.352043395548786	0.342152234885391	0.548042353981127	3.95438184668802	1.61228851514452	1.25694349072846	3.23742887474024	1.96450279749954	3.20880396243334	2.32273787605354	1.5948609840586	1.00516673388927	1.88421649553394	0.569087908940906	2.15835902734288	1.0369083786315	2.48153237731143	3.30735185288531	3.1560390131657	2.12850359237958	2.80587374729631	2.02282588019832	3.62930786864345	3.73209996773262	0.787067694686701	3.31071353070174	1.26927941092244	2.51771572153767	1.25603353124459	2.01478461667205	4.57144938220366	1.5495392553727	2.91095856967865	3.53139456172445	0.663799230035334	1.06488020313132	3.5963147802592	2.37439513555336	0.716519014004829	1.79468389948854	1.78063252345548	3.46836943383875	1.71733645697808	1.49579102835039	0.812412844814714	1.98222528760154	1.907701303025	0.911618318245934	1.75579617333884	2.78683450746195	3.34812521868428	2.00683327826761	0.589448090706583	3.11806276687994	1.10804031960828	1.22177808883993	3.25700944901764	1.62021701278643	0.623599684077938	2.01372816943771	2.27458092888607	2.02716994976542	1.77232131454107	3.49860667008753	5.34653788315921	3.71942804228265	3.27122152568472	2.00354162346459	2.6983428869903	4.12306637910567	1.34774068287054	2.92719399435078	3.01566759948517	2.38670288135177	2.04362003306747	2.7887392282214	3.40675918367882	3.28713164091208	3.29167594528591	2.88778038915635	5.91037061489888	2.92866600968985	3.53353003366786	2.74262069118844	2.2767680909669	2.85794295896856	3.24246447537728	2.90907603816586	2.01536417811873	1.1540516931726	3.88000473847304	3.60842221656833	2.9948245438514	4.3904839572108	2.18795057361286	3.70305490176604	3.20473214066739	3.80034376791643	2.88710615506288	3.50939017174543	2.17151166090786
hsa-miR-1228-star_st	hsa-mir-1228	Homo sapiens	miRNA	-0.686466703468799	4.78650124856414	-2.88073013238776	0.00458825969681554	0.0229263650877608	-2.90251583559097	4.10718796022291	2.71661172312714	5.37336108605455	4.26328302341736	3.5911156797572	4.6075001432457	1.18010767261295	5.88004393450256	4.44515798984267	5.68281738904526	2.37460554454471	4.2726646086851	3.38219815209045	4.16742622733744	5.14840494019379	2.33933236447773	4.65966555424519	4.70027729180461	4.56345584359444	2.80795949907379	5.50628827795223	2.86937535190737	4.35970682958674	4.1934743516677	3.26782638268823	5.5201117331475	3.83119114179007	7.32219290873651	7.52954986398474	4.27492595563414	3.28346452341407	3.904647824419	3.47121116580346	3.29390743475991	7.37977913537097	4.83333712530915	6.94951170903661	5.57372072076345	3.65730841845881	4.65838123431936	3.91363752850821	4.34003017442572	5.87892381308119	3.71433858091776	4.11683042079247	4.19302852863325	4.65234613733168	4.6031858884514	4.35519128922412	5.18012699522182	2.33653005395651	6.51402277067253	3.84867681823386	5.25218209088845	0.859570137615934	2.5885265696178	5.91207010003141	3.94778175581352	2.57895449776594	3.89910118420632	4.54128625277565	6.8941455441199	4.99540296658501	5.80037081780203	5.21391025131774	3.77646119041129	4.72598415859552	3.63147733969063	3.26054017221011	7.94122353023529	3.50835372868137	5.61191824767083	5.44963390252812	4.48303292692718	5.31873790451948	6.36911992688492	3.78087848603845	3.03595215929048	3.7117140088079	4.45456954894532	8.66943259493382	4.8977926779624	4.18049945751883	5.70374324838379	5.23271116326738	5.3581963249262	2.94235295564231	4.55146625816069	6.16948233748173	4.7912979769587	5.19363455402618	3.43076993643061	5.88932771401644	3.12561359809599	8.48668957595611	3.72238373099141	2.79091056676374	3.33603707116715	4.69335968456637	6.42638638868821	5.97164148891774	4.10546037478834	4.54174750476793	6.3674800090012	6.4055297064454	5.32251565730701	4.09904460506057	3.86392343732498	5.08258556627688	4.97598170795677	4.29653306666072	5.46759929270617	4.80161167834673	3.95124401600553	5.30063659574	4.2961409757691	5.67454812305036	4.82454813519279	5.52703292742886	7.58047215418319	6.07103543110677	5.96160259788898	5.19130825411992	5.56521532301657	4.55393091630835	5.77698904722539	4.95225737109665	5.55164666703676	5.20972915970717	5.78841877616156	6.57866407228684	5.73432179698888	5.5370033991736	3.28474426723604	7.90004632009832	6.22861410192012	6.02880302826734	5.35920232826966	5.64639087923915	6.00902910691015
hsa-miR-1246_st	hsa-mir-1246	Homo sapiens	miRNA	-0.508591934172767	0.851939009959204	-4.15325069846809	5.65310192630926e-05	0.000478817733158395	1.18838588377071	0.161695543987467	0.281530041139479	0.338521363384018	1.23380130354251	0.506713030443761	0.519666398841752	0.346117802693787	0.915823947451798	0.816929180715141	2.60022569713612	1.53861588654417	0.203077063737434	0.141328678011758	0.767562860555221	0.153791547440175	1.13504176219521	0.945293704769256	0.0914018598807522	1.12077159906476	0.684609266584149	1.52458270471901	0.75431426410006	0.361630396271772	0.413265433621819	0.373124389021219	0.256864088091037	0.166003401785911	0.43353993483759	0.534186513827197	1.82240932439478	0.415943243774993	1.25844775468454	0.360848176848318	0.603723781297882	0.634174078191838	0.691081777981517	1.68052087657323	1.12692887707093	0.112025484763668	0.506653208787742	0.766297081109786	0.746776175946535	0.433583184399413	0.569355689610571	1.22163343583989	0.407579691999525	2.21449984039864	0.704578683420166	1.13195474705813	1.45054428611083	0.00318428696407536	0.235211557409154	0.415702141614665	0.676513708600439	0.212946797374888	1.39605860844046	2.20105029773955	0.893537752135725	0.950442975768657	0.566675498512936	0.385010120401586	0.24266332839182	-0.0184102513422075	1.19420070438705	1.56364739031004	0.770254841890436	0.404450759829155	0.852796373585879	0.155787604815066	0.543718102235611	0.673850420325182	1.27487796211695	1.22923373412998	0.494143458320103	0.24945699203409	0.860308025662442	0.480498310588002	0.0341268301901624	0.386281784477144	0.183135280221943	0.398297014253572	1.4018502057562	0.0263854160711823	0.422674481508011	0.391531806454838	0.0522044421111409	0.405132431606417	0.740716033611282	0.351299869610693	0.624119156286998	0.866746648850171	-0.0703253594741443	1.25591678162164	0.712528094450129	0.133966471699612	1.05406692000053	1.2821603536622	0.128637715240071	0.368163427872021	1.12405433521604	-0.00567262525451662	1.24358503942924	1.63539154554183	2.91945718851916	0.376484694862039	2.03367616680741	0.433962302649437	1.0570288831737	2.26577064974165	1.40190875007715	2.33925040020751	0.826094599634618	0.917772641578007	1.15090295443618	-0.0567902189129067	0.698341447047177	0.800255196551527	0.407509081609988	0.700677010955347	3.01017033910003	1.29914629800398	1.337066039402	1.25417269645572	0.213489987392454	0.63717997998248	0.740684502904464	0.131501838765985	2.48019600398989	-0.175388881392705	3.36448709341224	0.248641586186003	0.866111607395655	1.03234510635348	1.14592964698218	0.561399785978746	3.24677036674098	1.53028794434212	2.82427885780036	0.795796952666135	2.22051722497494
