ID	Symbol	Definition	logFC	AveExpr	t	P.Value	adj.P.Val	B	IPF1	IPF2	IPF3	IPF4	IPF5	IPF6	IPF7	IPF8	IPF9	IPF10	IPF11	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9
ILMN_10023	HSD11B1	Homo sapiens hydroxysteroid (11-beta) dehydrogenase 1 (HSD11B1), transcript variant 1, mRNA.	-0.852606863152602	9.53935605507955	-6.21953285209624	5.94620050975123e-06	0.000711557075891608	4.0723735286694	9.11821992957762	9.27162224417638	9.2271676966633	9.11508376841396	9.13185792651688	9.17948145446368	9.21118612445203	9.45107261357662	9.15779279191829	9.00776365497877	8.84126442853217	9.98095449958228	9.41114403360243	10.6988700796352	10.1140955078922	9.4764296659907	10.1673254467632	9.65081265389801	10.0927716371929	10.4822049437646
ILMN_10025	RNASE2	Homo sapiens ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin) (RNASE2), mRNA.	-1.20910125453254	9.17431130133362	-3.76803559255369	0.00132272650533654	0.0170861873990596	-1.22494804092967	8.71459586068555	8.63454324203609	8.62985136759814	8.49616060196962	8.77339708927374	8.50043970150676	8.66779951617314	8.73167642224029	8.59830756770601	8.68166889465256	8.50393284089177	10.9988183353745	8.97161560876807	11.513572515055	9.43564233796495	10.1109441245775	9.14279708563244	10.970432500968	8.75927763120787	8.65075278239026
ILMN_10044	LXN	Homo sapiens latexin (LXN), mRNA.	1.01372651001374	10.7177986627579	3.58722453445274	0.00199314946993994	0.0219848280787337	-1.62137112449168	11.3736064369185	12.5451579182205	10.8643414390377	11.7597754334456	10.6008099747816	10.9214965393416	11.2377301227823	10.6510776796175	10.4026749751176	10.8721355539104	11.6849254417315	9.67083817013431	10.1496940084742	9.77518274921249	10.1127945822725	11.5319232510374	9.40988983018983	10.8022001008998	10.2673408113912	9.72237823664137
ILMN_1014	MTHFS	Homo sapiens 5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase) (MTHFS), mRNA.	-0.844506640865772	10.1649894699454	-6.52505008267623	3.16999266520656e-06	0.000488074077295853	4.69020381586732	9.84829373861722	9.53625992394246	10.0159378410436	9.60997951664826	9.73507686069061	9.56682199553944	10.1822073580951	9.78731648932148	9.85442128057104	9.54456985975153	9.9536914328933	10.5814785138316	10.25028587506	10.7448975320986	10.5246359741996	11.2862450579093	10.8393834992543	10.04372774205	10.9319944322663	10.4625644751246
ILMN_1032	COL6A3	Homo sapiens collagen, type VI, alpha 3 (COL6A3), transcript variant 2, mRNA.	0.994121936526115	13.5925000867523	4.35108476640007	0.000352068220228945	0.00793111359475847	0.0637250082638934	13.9341341885897	14.8030133402692	14.2668007369003	13.6554390445097	13.885914245035	13.9585542078051	14.0956719500227	14.0109674707574	14.024647789468	14.0300250361706	13.7732365305516	12.6119729073823	12.9090241529307	13.4366931919248	13.1619407810103	12.0419754553264	12.6597145412954	13.6203038639656	12.5604454909859	14.4095268101447
ILMN_1036	CHI3L2	Homo sapiens chitinase 3-like 2 (CHI3L2), transcript variant 1, mRNA.	-1.42576956573654	9.54384715717141	-5.88065462185549	1.21169734439631e-05	0.00110116690371235	3.37249821689287	8.6544189557278	8.67750662165429	8.70802538975394	8.62571633332104	9.08786399743425	8.49751068082577	8.99882316136966	9.20424312909677	9.90176539524846	8.71103478886113	8.85785092519659	10.7387154129408	10.419849632942	11.2305827633914	10.1755783444367	10.3560230543164	8.93750015256559	10.4961217405502	9.61916700010864	10.9786456636868
ILMN_10372	CCL19	Homo sapiens chemokine (C-C motif) ligand 19 (CCL19), mRNA.	1.39546179767845	9.90764234000627	3.85887881350261	0.00107611178633596	0.0152735626635672	-1.02487418538932	9.43964146926794	10.8276464108915	10.6170788304234	12.4254255956046	11.4591048280521	10.2434367589592	9.89027868174853	9.83509910313764	10.0812270811358	10.1790928504453	10.8935700289113	8.48892910255243	8.56772846050305	9.98735996042395	8.75301673561458	9.99206324921046	8.54518189340905	8.74092319511869	8.66559787090584	10.5204446938101
ILMN_10522	H2AFY2	Homo sapiens H2A histone family, member Y2 (H2AFY2), mRNA.	0.991120295251646	10.7246731182521	7.40731093169483	5.52943151802544e-07	0.000171005260991809	6.40016221619729	11.4934710044618	11.1980902821709	11.19245354806	11.4740207409953	10.8548327985046	11.1897134014853	11.0390325038985	10.990653814627	10.8237975562537	11.3398854529421	11.2814986588693	9.69906650238155	10.4663502363608	9.69757547460099	10.4382513622234	10.5219082934274	10.0065606712804	9.90865043834477	10.7457430167682	10.1319066073855
ILMN_10543	FAM38B	Homo sapiens family with sequence similarity 38, member B (FAM38B), mRNA.	1.07300449347791	9.95444732057057	4.94226517524729	9.33363594324072e-05	0.0035559435096641	1.36498277592533	10.5231821311231	10.7462514755738	11.1503070676242	9.57183937588281	10.9892174678608	10.8581299739034	10.3130418371433	10.7072881901814	10.4131937117848	10.279184332539	9.25865720537518	9.3181280417822	9.02879219221286	9.00056088124851	9.0647979932175	9.20510272983979	9.59242836496086	9.82126374679209	9.99802847035605	9.24955122200969
ILMN_10700	PGM5	Homo sapiens phosphoglucomutase 5 (PGM5), mRNA.	1.20950232285314	11.3353613230029	4.81996504883812	0.000122584876950138	0.00413723959706714	1.09734573899788	11.5759212903728	12.2744203360698	11.7755243231524	11.9721724880983	10.686902690939	11.850304533003	11.0167901548598	12.0132035532964	12.6633213160744	12.3380445252702	12.5094058400189	10.8421289688153	10.6239102363499	9.6758975629241	11.1635735976205	10.9329239723936	10.6914853407263	10.9607771617029	11.1798754098096	9.9606431585609
