SPOT_ID	GENE_SYMBOL	GENE_NAME	logFC	AveExpr	t	P.Value	adj.P.Val	B	IPF1	IPF2	IPF3	IPF4	IPF5	IPF6	IPF7	IPF8	IPF9	IPF10	IPF11	IPF12	IPF13	IPF14	Control1	IPF15	IPF16	IPF17	IPF18	IPF19	IPF20	Control2	IPF21	Control3	Control4	IPF22	IPF23	IPF24	IPF25	IPF26	IPF27	IPF28	IPF29	IPF30	IPF31	IPF32	IPF33	Control5	IPF34	Control6	Control7	IPF35	Control8	IPF36	IPF37	IPF38	IPF39	IPF40
A_23_P100642	PNMT	phenylethanolamine N-methyltransferase	-2.27331174579547	7.74100512551623	-13.3765070926409	3.92284711147697e-18	4.25393540768563e-14	30.6704343797511	8.30223079181411	6.93306334100254	7.32415098146523	7.185076921913	7.4899606291842	7.79086039137273	7.71575387218371	7.30179733052573	7.1735549619967	7.07075034932625	7.2135674648379	6.97915706078738	7.40759922225641	7.09511996885408	8.49386657184855	7.01239882424328	7.33674850742378	7.61113958094534	7.12059611791186	7.25566106079129	7.54598648977435	10.2824654800435	7.41133386285882	10.1671177874132	10.2801707755982	7.26916926910615	6.98332056765032	6.88877085580538	7.47097650908504	9.21285518243379	7.15893043123024	6.90630637027581	7.85588464353962	7.55637450533385	7.18880340913607	6.94303129174824	7.39354277245374	9.19110966083385	7.09811235578893	9.52679133857558	9.41341158040959	7.20472087036495	9.72851944804385	7.44126608456913	7.4793084815667	7.57015358800778	7.33074246210224	7.25601600034611
A_23_P102113	WNT10A	wingless-type MMTV integration site family, member 10A	1.326938627747	8.78935196451283	11.8083540694973	4.57051330290596e-16	2.47813231283561e-12	26.1593329765385	9.27271498374634	8.8280123038629	9.26966677822285	8.80656667757227	8.23597360034274	9.36906188796386	8.87176715163091	9.2048475101263	8.86174062479355	8.66753631885043	9.18998638568961	8.58326137780441	9.27513459510881	9.3394658460675	7.91915350209737	8.49296777863396	9.305375847038	9.14431724516596	8.22183187352658	9.27198713873039	8.95681808945056	7.48673906824332	9.29119961545506	7.92032781961034	7.81775319318378	8.99872728289265	8.92018533183278	8.6683526351333	9.26096580825688	8.94606660649024	9.23345303950197	9.17758248376347	8.77885335523069	8.99171166810081	9.03658555979767	9.14887131127678	9.03515493849712	7.40735272483906	8.4996021536269	7.49869942614806	7.72183288650979	9.14390021105465	7.69669957715756	9.38846484471024	9.13117322573555	8.87406323852468	9.55986989635432	9.16651887826271
A_23_P102117	WNT10A	wingless-type MMTV integration site family, member 10A	0.887242651245582	7.09502777337164	9.18153886996828	2.65490761547766e-12	1.32366980148229e-09	17.8390118811136	7.28867387908749	7.13405632472383	7.37779598790487	7.05720842104132	6.68747687494097	7.53047521423019	7.19577036763092	7.39599772921658	7.16506025996062	7.02838478112705	7.43611337982267	6.93323372937339	7.39562756790568	7.44807100628179	6.31373858635605	6.83279837773837	7.44411257328673	7.31672751934753	6.47222144944728	7.53887595702361	7.2678342392677	6.37837411452605	7.48583557353831	6.44166033876761	6.24131305813849	7.26413511591941	7.1337301180513	6.99344689383209	7.40905852106484	7.05973150404096	7.40157530467013	7.54359403494973	6.91875314142235	7.16140379441033	7.31778137938952	7.37872157250802	7.27491165407622	6.39962245735736	6.79668534240004	6.27441764946719	6.42692163649663	7.30024538878493	6.36922333755988	7.53449109914926	7.23065087754661	7.03966403051408	7.73815387432646	7.78697708321647
A_23_P10291	CTSE	cathepsin E	0.91055151046336	9.94238762377863	5.49076558251261	1.34266917782912e-06	5.68191397634302e-05	5.12757446329873	10.1880670524997	9.95629679970356	10.7558380332937	9.96974947228536	9.90822566420107	10.5555749471769	9.52223071614989	10.2336446670936	10.7850530604735	9.92269055978205	10.6402939525829	9.47464448757748	10.0907627443561	10.0649757218668	10.2392736217902	9.24656544279182	9.95008996750518	10.1664385938166	9.86206575228017	9.66879498763047	9.82544076442942	8.75203538690932	10.6360491250679	8.45269085142162	8.82417362740695	10.1098296457864	10.0013851199513	10.4529043429065	10.7072356306179	10.0700689458873	10.1120194141018	9.21621293282039	9.25483737816452	9.74523121200613	9.92828593537687	10.1080116997821	10.1095256220339	9.27044315021111	10.1353694471758	9.03099678544162	9.68002134453892	9.9710341949637	9.21912281942019	10.5100699442698	10.8061920592217	10.3844557770331	10.6015162920678	10.1181702475028
A_23_P103765	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide	1.01161015305308	7.419871036643	4.53187763358785	3.66673321730541e-05	0.000794050025131499	1.95124620413045	8.39372774428369	6.93195736503434	7.98689753463648	7.05488456947115	6.93314556788023	7.94014678900968	7.29130084057632	8.13147040702444	8.32492351850681	7.91025939831616	6.9914258243422	7.65875364989545	7.75698736258605	7.60252284210669	7.29857642826018	8.01296166571349	7.82450978928336	7.93271055514384	7.37528147881462	7.69845543521357	6.80654114874786	6.17445980830596	7.6760791855233	5.98225824466487	6.4597948757778	7.13567400447488	8.48636487291302	6.61326378890531	7.70334859488073	6.34415261098492	5.98269602255145	7.43527774789923	7.76988138529714	7.11328953204771	8.51791073861201	7.86726815323423	8.51305361173904	6.80097610042378	6.88099095918805	7.02429199418465	6.47844756448723	7.73590703432631	6.39609559001895	7.99839249945786	8.49931353131353	8.25882178662707	6.92498509838171	7.52337450779643
A_23_P104804	ZBTB16	zinc finger and BTB domain containing 16	-2.19185400548539	8.98169430225895	-8.03929399915375	1.45908751103016e-10	3.93101738375429e-08	13.9637297411877	9.60922196765371	7.65786525516437	9.95288347262646	8.01386431364349	9.72208876063024	8.38555816709138	8.82216749891714	9.3982173852122	9.44066400734875	8.01683020089509	9.0288265738932	9.21506740663221	7.60666710816149	7.42052802026234	9.71070014844242	7.64843191188298	7.9645229718618	8.983528328886	9.38448479251658	8.87711663778731	9.25793100512316	11.0808156606432	9.18256782656193	11.277542822437	10.9427095803976	7.97977709893667	8.59779401172451	8.20084784224111	8.92051669575693	9.99279047867292	9.60658750382821	7.93597552430386	8.54753787764727	8.15163863225999	8.37349479097625	7.96377968863432	8.34655661306645	10.824697212308	7.82811003457327	10.7213844471873	10.9340769219773	8.01688154986032	10.9739876612481	8.34056659865757	8.14922228137417	10.259808793066	7.45092805706722	8.40356436839005
A_23_P105251	GLI1	GLI family zinc finger 1	0.894406736795105	8.25417895433401	6.56602430808504	2.88156657790107e-08	2.69376792851373e-06	8.8419593491006	7.90583211750774	7.92685298896156	8.28734093550603	8.05643478092571	8.32565114124819	8.547010331431	8.86050950048482	8.35522362596862	8.47523466887443	9.12547265347506	8.14877038228391	8.81909699215662	8.6666769193068	8.87918591538107	7.53247626612621	8.66381054629157	8.45990081001715	8.54568232058491	8.71731932623097	9.12136341167532	8.7263743472157	7.82543191375916	7.92079490793899	7.1717300095294	7.60478440136604	8.04595314121481	8.59683470953649	8.60097237028829	8.1504681329201	7.87829206459624	8.45260242353989	8.3024614392645	7.82242192749566	8.66779086642465	8.54292094266417	8.59907656228134	8.13729930061515	7.77490771978726	7.55061674301513	7.67668727301383	7.3787332544113	8.03165911520206	7.10596921804485	8.22819990689787	8.32764626363524	9.0572807894132	8.01910931641988	8.58372511310375
A_23_P106922	CHST6	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6	1.04978329716824	9.71064940897041	4.13321943423126	0.000136454226563721	0.00225393698835795	0.699885049116415	9.89540822722357	9.64261994074088	10.0224282903277	10.3714938495256	9.27568518298439	9.85118213953596	10.5919442346864	9.5958730181268	9.71592421991256	9.86839817411305	9.94674070600383	8.95817397767753	9.44719529535476	10.2939070909603	9.03826999119196	8.76995279411114	10.3891619461883	8.86541149851779	8.66239713341514	10.3967437341886	11.1456737063288	7.65512063280726	9.55994626758561	10.300076516439	8.53230936160875	10.8931822096238	9.96870926445797	9.71455868708549	10.7894276195811	10.7510176775986	9.48691987576982	10.7254026190361	10.6204764647556	9.25849297992055	10.74195006549	10.0946499571603	9.50344442450421	8.49758692453842	8.23635945935203	8.91187231311508	9.24443476013199	9.83672306756217	8.5069694574759	9.92789819151364	9.37526798328338	9.61343817669868	10.2219753663107	10.3983761560584
A_23_P107322	CORO6	coronin 6	-0.811320715007554	8.98151781847033	-10.83837887657	1.01583929107232e-14	2.75394031809705e-11	23.1950671679337	8.8902883778044	9.02715413803866	8.65901916811642	8.67506307525324	9.06826248028723	8.855074667188	8.8137978561343	8.7568415644433	8.75700465032373	8.6732740376885	8.77947300659129	9.2650647822099	8.67905767414993	8.86045718926522	9.42283866349837	8.87356900296127	9.08659698871634	9.00421107732302	9.08621328635017	8.74142244986901	9.16687671939525	10.0381518793762	8.62155626944856	9.97382828002583	9.72016544253293	8.90084881362235	8.651115274401	8.82708332443073	8.57673436570622	9.08274761994885	8.99891104399799	8.85637917636989	8.83906062095205	9.05199596095711	8.80368865826467	8.73613959798094	8.92783575019804	9.27588226287467	8.48261426253558	9.70398394775049	9.38394540806015	8.84291244182547	9.74215143036105	8.80682930751133	8.7759020755509	8.95194009840966	8.54245751320201	8.85643360467376
A_23_P107735	CD79A	CD79a molecule, immunoglobulin-associated alpha	0.96567834462072	10.4711179848619	4.39899669717418	5.71007527342419e-05	0.00112992803403306	1.52856027608997	10.2743532586867	11.374720241341	10.7722417248616	10.3200411797335	9.32958656013062	10.1918382659403	10.4713099216021	11.2975621736687	11.2102780541474	10.1097040511689	10.6639924736547	10.1318991213274	9.82683943463738	9.93116511555978	9.6238759243646	10.4596769474339	10.6153156451698	10.6040852557383	10.2492912793174	10.5738294820157	10.0477571453707	9.51808877509421	10.3835461845735	9.72045910435584	9.83566428329657	9.75137968696052	10.8031946917735	10.7322290519779	11.4290357886872	10.7942229047436	11.2378844855692	12.7728545166686	10.1200690927712	10.4657669712355	10.5603701586216	11.1656595078311	10.6274132248741	9.85779499526541	10.0113521840431	9.50336341542432	9.84280406633675	12.1124480733249	9.42903768395267	11.2095146549763	10.8560876178188	10.6415564929011	10.5426008296947	10.6099015747281
